﻿IntName,Name,Might,Range,Description,Type,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3,ExclusiveUser4
Winter Rapier+Res,Winter Rapier+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def +5 and bonus to Atk/Def during combat = current penalty on each of those stats x 2. (Example: If unit has -7 penalty to Atk, grants Atk +19, for a net bonus of Atk +12) Calculates each stat bonus independently.",Sword,unityAtkDef,5,invertAtkPenalties,0,invertDefPenalties,0,HPBoost,5,resBoost,4,,,,
Rein Sword,Rein Sword,10,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,Sword,spdRein,5,defRein,5,,,,,,,,,,
Rein Sword+,Rein Sword+,14,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,Sword,spdRein,5,defRein,5,,,,,,,,,,
Rein Sword+Atk,Rein Sword+,16,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,Sword,spdRein,5,defRein,5,HPBoost,5,,,,,,,,
Rein Sword+Spd,Rein Sword+,14,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,Sword,spdRein,5,defRein,5,HPBoost,5,spdBoost,3,,,,,,
Rein Sword+Def,Rein Sword+,14,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,Sword,spdRein,5,defRein,5,HPBoost,5,defBoost,4,,,,,,
Rein Sword+Res,Rein Sword+,14,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,Sword,spdRein,5,defRein,5,HPBoost,5,resBoost,4,,,,,,
Spirited Sword,Spirited Sword,10,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Sword,spiritedBoost,4,,,,,,,,,,,,
Spirited Sword+,Spirited Sword+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Sword,spiritedBoost,4,,,,,,,,,,,,
Spirited Sword+Atk,Spirited Sword+,16,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Sword,spiritedBoost,4,HPBoost,5,,,,,,,,,,
Spirited Sword+Spd,Spirited Sword+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Sword,spiritedBoost,4,HPBoost,5,spdBoost,3,,,,,,,,
Spirited Sword+Def,Spirited Sword+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Sword,spiritedBoost,4,HPBoost,5,defBoost,4,,,,,,,,
Spirited Sword+Res,Spirited Sword+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Sword,spiritedBoost,4,HPBoost,5,resBoost,4,,,,,,,,
Allied Sword,Allied Sword,10,1,"Grants Atk/Def+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat.",Sword,alliedBoost,4,driveAtk,4,driveDef,4,,,,,,,,
Allied Sword+,Allied Sword+,14,1,"Grants Atk/Def+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat.",Sword,alliedBoost,4,driveAtk,4,driveDef,4,,,,,,,,
Allied Sword+Atk,Allied Sword+,16,1,"Grants Atk/Def+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat.",,alliedBoost,4,driveAtk,4,driveDef,4,HPBoost,5,,,,,,
Allied Sword+Spd,Allied Sword+,14,1,"Grants Atk/Def+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat.",,alliedBoost,4,driveAtk,4,driveDef,4,HPBoost,5,spdBoost,3,,,,
Allied Sword+Def,Allied Sword+,14,1,"Grants Atk/Def+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat.",,alliedBoost,4,driveAtk,4,driveDef,4,HPBoost,5,defBoost,4,,,,
Allied Sword+Res,Allied Sword+,14,1,"Grants Atk/Def+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat.",,alliedBoost,4,driveAtk,4,driveDef,4,HPBoost,5,resBoost,4,,,,
Vulture Blade,Vulture Blade,10,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently. ",Sword,atkVulturePunisher,5,defVulturePunisher,5,,,,,,,,,,
Vulture Blade+,Vulture Blade+,14,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently. ",Sword,atkVulturePunisher,5,defVulturePunisher,5,,,,,,,,,,
Vulture Blade+Atk,Vulture Blade+,16,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently. ",Sword,atkVulturePunisher,5,defVulturePunisher,5,HPBoost,5,,,,,,,,
Vulture Blade+Spd,Vulture Blade+,14,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently. ",Sword,atkVulturePunisher,5,defVulturePunisher,5,HPBoost,5,spdBoost,3,,,,,,
Vulture Blade+Def,Vulture Blade+,14,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently. ",Sword,atkVulturePunisher,5,defVulturePunisher,5,HPBoost,5,defBoost,4,,,,,,
Vulture Blade+Res,Vulture Blade+,14,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently. ",Sword,atkVulturePunisher,5,defVulturePunisher,5,HPBoost,5,resBoost,4,,,,,,
Coral Saber,Coral Saber,10,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. ",Sword,magvelSummer,0,,,,,,,,,,,,
Coral Saber+,Coral Saber+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. ",Sword,magvelSummer,0,,,,,,,,,,,,
Coral Saber+Atk,Coral Saber+,16,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. ",Sword,magvelSummer,0,HPBoost,5,,,,,,,,,,
Coral Saber+Spd,Coral Saber+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. ",Sword,magvelSummer,0,HPBoost,5,spdBoost,3,,,,,,,,
Coral Saber+Def,Coral Saber+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. ",Sword,magvelSummer,0,HPBoost,5,defBoost,4,,,,,,,,
Coral Saber+Res,Coral Saber+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack. ",Sword,magvelSummer,0,HPBoost,5,resBoost,4,,,,,,,,
Up-Front Blade,Up-Front Blade,10,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",Sword,upFrontBoost,0,,,,,,,,,,,,
Up-Front Blade+,Up-Front Blade+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",Sword,upFrontBoost,0,,,,,,,,,,,,
Up-Front Blade+Atk,Up-Front Blade+,16,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",Sword,upFrontBoost,0,HPBoost,5,,,,,,,,,,
Up-Front Blade+Spd,Up-Front Blade+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",Sword,upFrontBoost,0,HPBoost,5,spdBoost,3,,,,,,,,
Up-Front Blade+Def,Up-Front Blade+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",Sword,upFrontBoost,0,HPBoost,5,defBoost,4,,,,,,,,
Up-Front Blade+Res,Up-Front Blade+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",Sword,upFrontBoost,0,HPBoost,5,resBoost,4,,,,,,,,
Florid Cane,Florid Cane,10,1,"Enables【Canto (Rem. +1)】. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit during combat.",Sword,canto,12,thiefBoost,5,,,,,,,,,,
Florid Cane+,Florid Cane+,14,1,"Enables【Canto (Rem. +1)】. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit during combat.",Sword,canto,12,thiefBoost,5,,,,,,,,,,
Florid Cane+Atk,Florid Cane+,16,1,"Enables【Canto (Rem. +1)】. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit during combat.",Sword,canto,12,thiefBoost,5,HPBoost,5,,,,,,,,
Florid Cane+Spd,Florid Cane+,14,1,"Enables【Canto (Rem. +1)】. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit during combat.",Sword,canto,12,thiefBoost,5,HPBoost,5,spdBoost,3,,,,,,
Florid Cane+Def,Florid Cane+,14,1,"Enables【Canto (Rem. +1)】. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit during combat.",Sword,canto,12,thiefBoost,5,HPBoost,5,defBoost,4,,,,,,
Florid Cane+Res,Florid Cane+,14,1,"Enables【Canto (Rem. +1)】. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit during combat.",Sword,canto,12,thiefBoost,5,HPBoost,5,resBoost,4,,,,,,
Flame Gunbai,Flame Gunbai,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit and inflicts penalty on foe's Atk/Def during combat = 20% of unit's Def at start of combat.",Sword,burnPenalty,0,,,,,,,,,,,,
Flame Gunbai+,Flame Gunbai+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit and inflicts penalty on foe's Atk/Def during combat = 20% of unit's Def at start of combat.",Sword,burnPenalty,0,,,,,,,,,,,,
Flame Gunbai+Atk,Flame Gunbai+,16,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit and inflicts penalty on foe's Atk/Def during combat = 20% of unit's Def at start of combat.",Sword,burnPenalty,0,HPBoost,5,,,,,,,,,,
Flame Gunbai+Spd,Flame Gunbai+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit and inflicts penalty on foe's Atk/Def during combat = 20% of unit's Def at start of combat.",Sword,burnPenalty,0,HPBoost,5,spdBoost,3,,,,,,,,
Flame Gunbai+Def,Flame Gunbai+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit and inflicts penalty on foe's Atk/Def during combat = 20% of unit's Def at start of combat.",Sword,burnPenalty,0,HPBoost,5,defBoost,4,,,,,,,,
Flame Gunbai+Res,Flame Gunbai+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit and inflicts penalty on foe's Atk/Def during combat = 20% of unit's Def at start of combat.",Sword,burnPenalty,0,HPBoost,5,resBoost,4,,,,,,,,
Wyvern Katana,Wyvern Katana,5,1,"Grants Def/Res+5 and inflicts Spd-8 on unit. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",Sword,defBoost,5,resBoost,5,spdBoost,-8,BraveBW,0,,,,,,
Wyvern Katana+,Wyvern Katana+,8,1,"Grants Def/Res+5 and inflicts Spd-8 on unit. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",Sword,defBoost,5,resBoost,5,spdBoost,-8,BraveBW,0,,,,,,
Petalfall Blade,Petalfall Blade,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special). ",Sword,nullWeapon,0,,,,,,,,,,,,
Petalfall Blade+,Petalfall Blade+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special). ",Sword,nullWeapon,0,,,,,,,,,,,,
Petalfall Blade+Atk,Petalfall Blade+,16,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special). ",Sword,nullWeapon,0,HPBoost,5,,,,,,,,,,
Petalfall Blade+Spd,Petalfall Blade+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special). ",Sword,nullWeapon,0,HPBoost,5,spdBoost,3,,,,,,,,
Petalfall Blade+Def,Petalfall Blade+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special). ",Sword,nullWeapon,0,HPBoost,5,defBoost,4,,,,,,,,
Petalfall Blade+Res,Petalfall Blade+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special). ",Sword,nullWeapon,0,HPBoost,5,resBoost,4,,,,,,,,
Bridal Blade,Bridal Blade,10,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit and inflicts penalty on foe's Atk/Spd/Def/Res = current bonus on each of foe's stats × 2 during combat. (Calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7.) ",Sword,bridal2023,0,,,,,,,,,,,,
Bridal Blade+,Bridal Blade+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit and inflicts penalty on foe's Atk/Spd/Def/Res = current bonus on each of foe's stats × 2 during combat. (Calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7.) ",Sword,bridal2023,0,,,,,,,,,,,,
Bridal Blade+Atk,Bridal Blade+,16,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit and inflicts penalty on foe's Atk/Spd/Def/Res = current bonus on each of foe's stats × 2 during combat. (Calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7.) ",Sword,bridal2023,0,HPBoost,5,,,,,,,,,,
Bridal Blade+Spd,Bridal Blade+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit and inflicts penalty on foe's Atk/Spd/Def/Res = current bonus on each of foe's stats × 2 during combat. (Calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7.) ",Sword,bridal2023,0,HPBoost,5,spdBoost,3,,,,,,,,
Bridal Blade+Def,Bridal Blade+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit and inflicts penalty on foe's Atk/Spd/Def/Res = current bonus on each of foe's stats × 2 during combat. (Calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7.) ",Sword,bridal2023,0,HPBoost,5,defBoost,4,,,,,,,,
Bridal Blade+Res,Bridal Blade+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit and inflicts penalty on foe's Atk/Spd/Def/Res = current bonus on each of foe's stats × 2 during combat. (Calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7.) ",Sword,bridal2023,0,HPBoost,5,resBoost,4,,,,,,,,
Defier's Sword,Defier's Sword,10,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has bonuses, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus and penalty independently.",Sword,defierBoost,0,,,,,,,,,,,,
Defier's Sword+,Defier's Sword+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has bonuses, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus and penalty independently.",Sword,defierBoost,0,,,,,,,,,,,,
Defier's Sword+Atk,Defier's Sword+,16,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has bonuses, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus and penalty independently.",Sword,defierBoost,0,HPBoost,5,,,,,,,,,,
Defier's Sword+Spd,Defier's Sword+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has bonuses, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus and penalty independently.",Sword,defierBoost,0,HPBoost,5,spdBoost,3,,,,,,,,
Defier's Sword+Def,Defier's Sword+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has bonuses, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus and penalty independently.",Sword,defierBoost,0,HPBoost,5,defBoost,4,,,,,,,,
Defier's Sword+Res,Defier's Sword+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has bonuses, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus and penalty independently.",Sword,defierBoost,0,HPBoost,5,resBoost,4,,,,,,,,
Protection Edge,Protection Edge,10,1,"If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",Sword,protectionBoost,0,,,,,,,,,,,,
Protection Edge+,Protection Edge+,14,1,"If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",Sword,protectionBoost,0,,,,,,,,,,,,
Protection Edge+Atk,Protection Edge+,16,1,"If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",Sword,protectionBoost,0,HPBoost,5,,,,,,,,,,
